frame_number,timestamp,class_name,class_id,confidence,x1,y1,x2,y2,box_width,box_height,frame_width,frame_height
879,226.935,person,0,0.8837,3,0,630,479,627,479,640,480
880,227.198,person,0,0.8863,4,0,621,479,617,479,640,480
881,227.416,person,0,0.9137,2,0,627,479,625,479,640,480
882,227.676,person,0,0.9359,1,0,620,480,619,480,640,480
883,227.893,person,0,0.9021,1,0,636,479,635,479,640,480
884,228.138,person,0,0.9015,0,0,635,479,635,479,640,480
885,228.365,person,0,0.8907,1,0,633,480,632,480,640,480
886,228.581,person,0,0.8789,0,0,625,479,625,479,640,480
887,228.804,person,0,0.6267,1,0,609,479,608,479,640,480
888,229.04,person,0,0.8405,2,0,581,478,579,478,640,480
888,229.04,cat,15,0.5401,565,300,639,479,74,179,640,480
889,229.254,person,0,0.8403,0,0,612,479,612,479,640,480
890,229.489,person,0,0.8293,1,0,554,479,553,479,640,480
891,229.728,person,0,0.7873,1,0,569,479,568,479,640,480
892,229.963,person,0,0.7712,0,0,578,478,578,478,640,480
893,230.198,person,0,0.7591,0,1,563,479,563,478,640,480
894,230.413,person,0,0.7543,1,0,594,479,593,479,640,480
895,230.637,person,0,0.8006,1,1,552,479,551,478,640,480
896,230.861,person,0,0.7808,1,1,583,479,582,478,640,480
897,231.089,person,0,0.8074,1,0,572,479,571,479,640,480
898,231.303,person,0,0.8029,1,0,571,480,570,480,640,480
899,231.524,person,0,0.7917,1,0,574,479,573,479,640,480
900,231.769,person,0,0.788,1,0,586,479,585,479,640,480
901,232.048,person,0,0.7695,1,0,585,480,584,480,640,480
902,232.303,person,0,0.7651,0,0,573,479,573,479,640,480
903,232.571,person,0,0.7868,0,0,567,479,567,479,640,480
904,232.833,person,0,0.7924,0,0,563,479,563,479,640,480
905,233.094,person,0,0.7993,1,0,578,480,577,480,640,480
906,233.358,person,0,0.7767,0,0,550,479,550,479,640,480
907,233.6,person,0,0.7903,1,0,578,479,577,479,640,480
908,233.852,person,0,0.7837,1,1,571,479,570,478,640,480
909,234.119,person,0,0.7919,1,0,583,479,582,479,640,480
910,234.388,person,0,0.7716,1,0,615,479,614,479,640,480
911,234.686,person,0,0.7922,1,0,571,479,570,479,640,480
912,234.959,person,0,0.7811,0,0,564,479,564,479,640,480
913,235.274,person,0,0.7846,1,0,597,479,596,479,640,480
914,235.543,person,0,0.775,1,0,594,479,593,479,640,480
915,235.836,person,0,0.7659,1,0,590,479,589,479,640,480
916,236.124,person,0,0.7918,1,0,562,480,561,480,640,480
917,236.415,person,0,0.7715,1,0,571,479,570,479,640,480
918,236.706,person,0,0.7677,1,0,559,479,558,479,640,480
919,236.957,person,0,0.7741,1,0,556,479,555,479,640,480
920,237.264,person,0,0.8087,1,0,551,479,550,479,640,480
921,237.547,person,0,0.776,1,0,549,479,548,479,640,480
922,237.837,person,0,0.8086,1,0,570,479,569,479,640,480
923,238.121,person,0,0.8035,1,0,587,479,586,479,640,480
924,238.405,person,0,0.7516,1,0,570,479,569,479,640,480
925,238.711,person,0,0.7724,1,0,594,479,593,479,640,480
926,238.975,person,0,0.7704,0,0,552,478,552,478,640,480
927,239.29,person,0,0.7694,0,0,562,478,562,478,640,480
928,239.569,person,0,0.737,0,0,584,478,584,478,640,480
929,239.844,person,0,0.7392,0,0,567,479,567,479,640,480
930,240.123,person,0,0.7646,1,0,579,479,578,479,640,480
931,240.414,person,0,0.7232,1,0,579,479,578,479,640,480
932,240.672,person,0,0.7347,1,0,580,479,579,479,640,480
933,240.924,person,0,0.7575,1,0,551,479,550,479,640,480
934,241.201,person,0,0.7537,1,0,557,479,556,479,640,480
935,241.447,person,0,0.7346,0,0,578,479,578,479,640,480
936,241.703,person,0,0.7668,0,0,599,480,599,480,640,480
937,241.96,person,0,0.7821,0,0,588,479,588,479,640,480
938,242.236,person,0,0.8054,0,0,577,479,577,479,640,480
939,242.478,person,0,0.7593,0,1,536,479,536,478,640,480
940,242.725,person,0,0.7569,0,0,578,479,578,479,640,480
941,243.0,person,0,0.7539,0,0,583,480,583,480,640,480
942,243.309,person,0,0.7636,1,1,571,479,570,478,640,480
943,243.578,person,0,0.765,0,0,544,479,544,479,640,480
944,244.07,person,0,0.7394,0,0,575,479,575,479,640,480
945,244.574,person,0,0.7543,0,0,556,479,556,479,640,480
946,245.025,person,0,0.7446,0,0,566,478,566,478,640,480
947,245.393,person,0,0.7654,1,1,575,479,574,478,640,480
948,245.799,person,0,0.7159,0,0,560,479,560,479,640,480
949,246.162,person,0,0.781,1,0,594,479,593,479,640,480
950,246.687,person,0,0.7315,2,0,609,479,607,479,640,480
951,247.085,person,0,0.7488,3,0,597,479,594,479,640,480
952,247.523,person,0,0.7925,1,0,598,479,597,479,640,480
953,247.943,person,0,0.8358,1,1,576,479,575,478,640,480
954,248.306,person,0,0.8841,1,0,616,478,615,478,640,480
955,248.607,person,0,0.9102,0,0,630,479,630,479,640,480
956,248.862,person,0,0.9063,1,0,636,479,635,479,640,480
957,249.175,person,0,0.9129,1,0,629,479,628,479,640,480
958,249.456,person,0,0.916,2,0,628,479,626,479,640,480
959,249.813,person,0,0.9196,1,0,636,479,635,479,640,480
960,250.085,person,0,0.9201,0,0,633,478,633,478,640,480
961,250.338,person,0,0.9185,2,0,634,478,632,478,640,480
962,250.557,person,0,0.9122,1,0,632,479,631,479,640,480
963,250.793,person,0,0.909,1,0,634,478,633,478,640,480
964,251.022,person,0,0.8911,0,4,602,479,602,475,640,480
965,251.253,person,0,0.8873,0,15,581,479,581,464,640,480
966,251.48,person,0,0.8642,0,16,576,479,576,463,640,480
967,251.749,person,0,0.8242,18,14,577,479,559,465,640,480
968,252.067,person,0,0.8502,2,21,574,479,572,458,640,480
969,252.327,person,0,0.8699,0,20,575,479,575,459,640,480
970,252.593,person,0,0.8508,1,22,576,479,575,457,640,480
971,252.826,person,0,0.862,0,23,565,478,565,455,640,480
972,253.06,person,0,0.7883,15,14,592,480,577,466,640,480
973,253.292,person,0,0.8315,4,16,583,479,579,463,640,480
974,253.525,person,0,0.8532,0,17,577,479,577,462,640,480
975,253.81,person,0,0.8031,3,26,575,479,572,453,640,480
976,254.114,person,0,0.6123,3,2,628,478,625,476,640,480
976,254.114,cat,15,0.528,50,45,282,299,232,254,640,480
979,254.859,person,0,0.7578,0,0,539,478,539,478,640,480
980,255.098,person,0,0.7891,0,1,562,479,562,478,640,480
981,255.336,person,0,0.5953,1,0,616,479,615,479,640,480
982,255.571,person,0,0.5141,0,1,637,479,637,478,640,480
983,255.833,person,0,0.5191,0,70,336,477,336,407,640,480
983,255.833,person,0,0.5104,1,1,639,479,638,478,640,480
984,256.073,person,0,0.523,0,50,335,479,335,429,640,480
985,256.318,cat,15,0.6661,298,69,640,478,342,409,640,480
986,256.597,cat,15,0.6743,283,73,633,479,350,406,640,480
987,256.906,person,0,0.6628,1,50,624,479,623,429,640,480
988,257.21,person,0,0.6595,0,66,284,473,284,407,640,480
992,258.353,person,0,0.658,0,68,294,479,294,411,640,480
995,259.165,person,0,0.7534,1,60,436,478,435,418,640,480
996,259.433,person,0,0.7769,1,54,477,479,476,425,640,480
998,259.89,person,0,0.622,2,59,403,479,401,420,640,480
1000,260.371,person,0,0.7797,0,92,461,479,461,387,640,480
1001,260.59,person,0,0.6543,0,87,292,478,292,391,640,480
1002,260.808,person,0,0.5732,0,66,429,479,429,413,640,480
1003,261.037,person,0,0.85,2,41,625,477,623,436,640,480
1004,261.272,person,0,0.5097,0,37,608,478,608,441,640,480
1005,261.503,person,0,0.6689,2,40,634,478,632,438,640,480
1005,261.503,person,0,0.6528,0,49,279,479,279,430,640,480
1006,261.735,person,0,0.834,2,50,628,479,626,429,640,480
1006,261.735,person,0,0.5786,0,49,271,479,271,430,640,480
1007,261.961,person,0,0.7548,0,60,610,479,610,419,640,480
1008,262.193,person,0,0.8271,1,72,564,479,563,407,640,480
1009,262.428,person,0,0.7875,0,61,554,479,554,418,640,480
1010,262.649,person,0,0.7485,0,72,600,479,600,407,640,480
1011,262.873,person,0,0.7607,2,73,595,479,593,406,640,480
1012,263.103,person,0,0.7933,1,79,570,479,569,400,640,480
1013,263.357,person,0,0.765,0,81,568,479,568,398,640,480
1014,263.592,person,0,0.7903,0,79,530,479,530,400,640,480
1015,263.813,person,0,0.7906,2,75,620,479,618,404,640,480
1016,264.041,person,0,0.8143,1,80,596,479,595,399,640,480
1017,264.267,person,0,0.8175,1,85,617,479,616,394,640,480
1018,264.493,person,0,0.8114,1,69,609,479,608,410,640,480
1019,264.753,person,0,0.8279,0,78,585,479,585,401,640,480
1020,264.969,person,0,0.8043,2,35,594,479,592,444,640,480
1021,265.225,person,0,0.7168,0,83,470,480,470,397,640,480
1022,265.465,person,0,0.6431,1,86,630,479,629,393,640,480
1023,265.702,person,0,0.6518,1,59,614,479,613,420,640,480
1024,265.921,cell phone,67,0.5151,299,39,583,377,284,338,640,480
1029,267.057,dog,16,0.8246,253,176,454,470,201,294,640,480
1030,267.299,dog,16,0.5808,244,166,447,453,203,287,640,480
1030,267.299,tv,62,0.5333,124,0,596,478,472,478,640,480
1031,267.519,dog,16,0.7821,253,162,458,436,205,274,640,480
1031,267.519,tv,62,0.5168,138,0,579,472,441,472,640,480
1033,267.964,tv,62,0.5296,109,0,593,475,484,475,640,480
1034,268.202,dog,16,0.5702,271,157,474,437,203,280,640,480
1034,268.202,tv,62,0.5587,127,0,609,475,482,475,640,480
1035,268.413,dog,16,0.6971,273,159,476,437,203,278,640,480
1035,268.413,tv,62,0.6235,132,0,577,477,445,477,640,480
1035,268.413,person,0,0.5394,0,73,176,478,176,405,640,480
1036,268.634,dog,16,0.7807,271,160,474,440,203,280,640,480
1036,268.634,tv,62,0.6983,121,0,614,475,493,475,640,480
1037,268.861,dog,16,0.8001,271,161,474,440,203,279,640,480
1037,268.861,tv,62,0.6326,123,0,612,475,489,475,640,480
1038,269.101,dog,16,0.8115,273,162,474,442,201,280,640,480
1038,269.101,tv,62,0.6285,126,0,597,476,471,476,640,480
1039,269.345,tv,62,0.6271,139,3,625,475,486,472,640,480
1039,269.345,dog,16,0.5441,274,164,476,441,202,277,640,480
1040,269.571,tv,62,0.6531,137,3,621,474,484,471,640,480
1040,269.571,dog,16,0.5335,274,166,476,446,202,280,640,480
1041,269.818,dog,16,0.6761,274,168,476,447,202,279,640,480
1041,269.818,tv,62,0.5481,134,2,635,475,501,473,640,480
1041,269.818,laptop,63,0.5334,113,0,591,475,478,475,640,480
1042,270.087,tv,62,0.5456,138,5,631,474,493,469,640,480
1043,270.332,tv,62,0.5015,122,0,635,478,513,478,640,480
1044,270.591,dog,16,0.7749,273,169,473,448,200,279,640,480
1044,270.591,person,0,0.5462,0,72,176,478,176,406,640,480
1045,270.876,tv,62,0.6112,117,0,610,478,493,478,640,480
1045,270.876,person,0,0.5171,0,74,174,478,174,404,640,480
1046,271.128,dog,16,0.9002,254,168,460,464,206,296,640,480
1047,271.365,dog,16,0.9213,248,172,488,479,240,307,640,480
1048,271.606,dog,16,0.9293,266,156,526,479,260,323,640,480
1049,271.854,dog,16,0.9167,270,168,528,479,258,311,640,480
1050,272.092,dog,16,0.9101,279,208,547,479,268,271,640,480
1051,272.335,dog,16,0.8794,268,219,533,479,265,260,640,480
1052,272.566,dog,16,0.7907,220,185,476,479,256,294,640,480
1053,272.804,dog,16,0.831,220,182,459,480,239,298,640,480
1054,273.039,dog,16,0.7614,251,186,475,477,224,291,640,480
1054,273.039,person,0,0.5103,0,82,155,477,155,395,640,480
1055,273.287,dog,16,0.6557,254,187,472,460,218,273,640,480
1056,273.517,dog,16,0.6143,251,185,468,459,217,274,640,480
1056,273.517,cat,15,0.5382,0,70,168,479,168,409,640,480
1057,273.783,dog,16,0.7019,253,185,477,461,224,276,640,480
1057,273.783,cat,15,0.6305,0,71,173,479,173,408,640,480
1058,274.029,dog,16,0.7133,281,186,495,457,214,271,640,480
1058,274.029,cat,15,0.6066,0,74,177,478,177,404,640,480
1058,274.029,laptop,63,0.5328,163,34,630,478,467,444,640,480
1059,274.279,dog,16,0.7595,279,187,501,469,222,282,640,480
1059,274.279,cat,15,0.5578,0,74,176,479,176,405,640,480
1060,274.511,dog,16,0.7516,282,190,510,468,228,278,640,480
1060,274.511,cat,15,0.6527,0,68,180,480,180,412,640,480
1062,274.975,dog,16,0.7098,267,190,501,479,234,289,640,480
1063,275.212,dog,16,0.8194,255,165,486,476,231,311,640,480
1064,275.443,dog,16,0.7081,263,134,498,467,235,333,640,480
1064,275.443,person,0,0.622,0,70,137,477,137,407,640,480
1065,275.774,dog,16,0.8804,287,117,527,436,240,319,640,480
1065,275.774,person,0,0.6646,0,65,162,479,162,414,640,480
1066,276.029,dog,16,0.7712,261,109,490,424,229,315,640,480
1067,276.269,dog,16,0.7228,284,122,524,456,240,334,640,480
1068,276.504,dog,16,0.7384,277,122,550,457,273,335,640,480
1069,276.731,dog,16,0.7638,232,126,507,478,275,352,640,480
1070,276.968,dog,16,0.9109,213,192,487,479,274,287,640,480
1071,277.157,dog,16,0.9293,184,216,460,479,276,263,640,480
1072,277.338,dog,16,0.9303,155,227,415,479,260,252,640,480
1072,277.338,laptop,63,0.6207,31,13,573,476,542,463,640,480
1073,277.518,dog,16,0.9149,153,232,409,479,256,247,640,480
1073,277.518,laptop,63,0.6764,8,23,581,477,573,454,640,480
1074,277.745,dog,16,0.8963,173,244,436,479,263,235,640,480
1074,277.745,laptop,63,0.669,15,23,603,476,588,453,640,480
1075,277.924,dog,16,0.8949,181,245,447,479,266,234,640,480
1076,278.114,dog,16,0.8876,202,239,466,479,264,240,640,480
1077,278.3,dog,16,0.9177,211,238,478,479,267,241,640,480
1078,278.482,dog,16,0.9193,221,230,492,479,271,249,640,480
1078,278.482,laptop,63,0.539,76,6,595,477,519,471,640,480
1079,278.664,dog,16,0.9416,227,219,509,479,282,260,640,480
1080,278.848,dog,16,0.8383,208,192,505,479,297,287,640,480
1080,278.848,laptop,63,0.7595,67,11,611,480,544,469,640,480
1081,279.039,dog,16,0.9047,190,170,483,479,293,309,640,480
1082,279.248,teddy bear,77,0.5004,179,138,463,460,284,322,640,480
1083,279.433,dog,16,0.714,231,121,525,453,294,332,640,480
1084,279.628,dog,16,0.7557,239,126,537,468,298,342,640,480
1085,279.815,dog,16,0.5876,227,120,530,464,303,344,640,480
1085,279.815,tv,62,0.516,72,1,632,478,560,477,640,480
1086,280.003,dog,16,0.7946,215,117,520,468,305,351,640,480
1087,280.199,dog,16,0.8517,222,119,529,473,307,354,640,480
1088,280.4,dog,16,0.8878,234,125,539,479,305,354,640,480
1089,280.599,dog,16,0.7664,229,128,535,479,306,351,640,480
1089,280.599,tv,62,0.5073,70,0,621,480,551,480,640,480
1090,280.797,dog,16,0.8668,227,132,535,479,308,347,640,480
1091,280.987,dog,16,0.8987,226,137,530,479,304,342,640,480
1092,281.2,dog,16,0.9176,216,135,522,479,306,344,640,480
1092,281.2,tv,62,0.5399,56,0,629,480,573,480,640,480
1093,281.401,dog,16,0.9061,209,136,511,479,302,343,640,480
1094,281.614,dog,16,0.8419,207,137,513,477,306,340,640,480
1095,281.84,dog,16,0.8107,206,129,516,478,310,349,640,480
1095,281.84,tv,62,0.5507,43,0,638,479,595,479,640,480
1096,282.091,dog,16,0.854,211,126,514,479,303,353,640,480
1097,282.371,dog,16,0.6875,196,116,492,465,296,349,640,480
1098,282.631,dog,16,0.7124,157,110,473,480,316,370,640,480
1099,282.894,dog,16,0.9067,120,112,437,478,317,366,640,480
1100,283.153,dog,16,0.8504,100,99,431,478,331,379,640,480
1101,283.422,dog,16,0.8749,122,98,444,479,322,381,640,480
1102,283.694,dog,16,0.8315,136,96,466,479,330,383,640,480
1103,283.967,dog,16,0.8686,150,100,477,478,327,378,640,480
1104,284.243,dog,16,0.8933,176,103,504,479,328,376,640,480
1105,284.502,dog,16,0.8889,177,103,504,478,327,375,640,480
1106,284.795,dog,16,0.884,195,107,519,479,324,372,640,480
1107,285.096,dog,16,0.8027,191,108,514,479,323,371,640,480
1108,285.409,dog,16,0.8557,201,110,520,479,319,369,640,480
1109,285.707,dog,16,0.8315,201,110,505,479,304,369,640,480
1110,286.013,dog,16,0.8774,202,111,504,479,302,368,640,480
1111,286.327,dog,16,0.8542,206,115,509,478,303,363,640,480
1112,286.648,dog,16,0.831,210,117,509,478,299,361,640,480
1113,286.946,dog,16,0.9052,205,114,507,478,302,364,640,480
1114,287.278,dog,16,0.8291,212,117,512,478,300,361,640,480
1114,287.278,sink,71,0.6222,32,3,640,480,608,477,640,480
1115,287.589,dog,16,0.886,205,117,510,478,305,361,640,480
1116,287.935,dog,16,0.806,210,118,512,478,302,360,640,480
1117,288.25,dog,16,0.8438,210,117,517,478,307,361,640,480
1118,288.557,dog,16,0.8714,212,120,517,478,305,358,640,480
1119,288.848,dog,16,0.9001,215,120,513,478,298,358,640,480
1120,289.177,dog,16,0.8699,217,119,515,478,298,359,640,480
1121,289.467,dog,16,0.9108,223,119,520,479,297,360,640,480
1122,289.872,dog,16,0.8424,227,120,521,479,294,359,640,480
1123,290.313,dog,16,0.8672,229,122,521,479,292,357,640,480
1127,291.718,person,0,0.599,0,74,468,479,468,405,640,480
1128,292.017,person,0,0.5066,0,64,516,479,516,415,640,480
1129,292.338,person,0,0.5664,0,81,526,479,526,398,640,480
1134,293.804,person,0,0.5551,0,84,535,479,535,395,640,480
1140,295.66,person,0,0.5261,0,81,561,479,561,398,640,480
1143,296.633,person,0,0.5014,0,85,546,479,546,394,640,480
1144,296.944,person,0,0.5443,0,76,555,479,555,403,640,480
1153,299.815,person,0,0.6384,2,0,635,479,633,479,640,480
1154,300.117,dog,16,0.8055,16,14,357,477,341,463,640,480
1155,300.466,person,0,0.6646,4,0,593,479,589,479,640,480
1157,301.141,person,0,0.5897,0,95,421,478,421,383,640,480
1159,301.79,person,0,0.7915,0,83,492,479,492,396,640,480
1160,302.141,person,0,0.7466,1,78,625,479,624,401,640,480
1161,302.469,person,0,0.7172,1,5,627,479,626,474,640,480
1162,302.766,person,0,0.8523,0,49,611,479,611,430,640,480
1162,302.766,person,0,0.5013,0,71,246,480,246,409,640,480
1163,303.096,person,0,0.857,0,80,607,479,607,399,640,480
1164,303.381,person,0,0.8754,0,83,621,479,621,396,640,480
1165,303.661,person,0,0.8459,0,83,583,479,583,396,640,480
1166,303.922,person,0,0.834,0,72,596,479,596,407,640,480
1167,304.195,person,0,0.825,0,78,584,479,584,401,640,480
1168,304.477,person,0,0.7863,0,83,575,479,575,396,640,480
1169,304.747,person,0,0.806,0,82,591,479,591,397,640,480
1170,305.023,person,0,0.765,0,88,578,479,578,391,640,480
1171,305.293,person,0,0.7798,0,89,565,479,565,390,640,480
1172,305.592,person,0,0.7374,0,76,577,479,577,403,640,480
1173,305.89,person,0,0.803,0,89,588,479,588,390,640,480
1174,306.188,person,0,0.5643,0,78,604,479,604,401,640,480
1175,306.449,person,0,0.8317,0,93,600,478,600,385,640,480
1176,306.706,person,0,0.8327,0,95,608,478,608,383,640,480
1177,306.995,person,0,0.8288,0,94,614,478,614,384,640,480
1178,307.292,person,0,0.8031,0,92,587,478,587,386,640,480
1179,307.567,person,0,0.8398,0,88,628,479,628,391,640,480
1180,307.859,person,0,0.8418,0,90,621,479,621,389,640,480
1181,308.139,person,0,0.8599,0,91,627,479,627,388,640,480
1182,308.425,person,0,0.8217,0,94,618,479,618,385,640,480
1183,308.715,person,0,0.8376,0,90,626,479,626,389,640,480
1184,308.981,person,0,0.827,0,91,622,479,622,388,640,480
1185,309.26,person,0,0.8467,1,93,622,479,621,386,640,480
1186,309.527,person,0,0.8472,1,92,621,479,620,387,640,480
1187,309.837,person,0,0.8493,0,88,624,479,624,391,640,480
1188,310.149,person,0,0.8492,0,92,627,479,627,387,640,480
1189,310.448,person,0,0.8471,0,88,625,479,625,391,640,480
1190,310.772,person,0,0.8622,0,91,552,479,552,388,640,480
1191,311.076,person,0,0.7195,0,92,616,479,616,387,640,480
1192,311.364,person,0,0.793,1,68,608,479,607,411,640,480
1193,311.651,person,0,0.7247,0,43,613,479,613,436,640,480
1194,311.903,person,0,0.8418,0,72,626,479,626,407,640,480
1195,312.222,person,0,0.8428,0,67,628,479,628,412,640,480
1196,312.532,person,0,0.8533,1,53,623,479,622,426,640,480
1197,312.805,person,0,0.7956,0,80,621,479,621,399,640,480
1198,313.088,person,0,0.7123,0,90,625,479,625,389,640,480
1199,313.35,person,0,0.7521,0,91,545,479,545,388,640,480
1200,313.607,person,0,0.8243,0,95,550,479,550,384,640,480
1201,313.867,person,0,0.8119,0,86,624,479,624,393,640,480
1202,314.135,person,0,0.849,0,86,624,479,624,393,640,480
1203,314.392,person,0,0.7764,0,90,614,479,614,389,640,480
1204,314.69,person,0,0.7657,0,79,615,479,615,400,640,480
1205,314.955,person,0,0.844,0,81,531,479,531,398,640,480
1206,315.241,person,0,0.7338,1,81,616,479,615,398,640,480
1207,315.501,person,0,0.5735,0,62,629,479,629,417,640,480
1208,315.79,person,0,0.69,0,57,619,479,619,422,640,480
1209,316.06,person,0,0.8097,1,92,604,479,603,387,640,480
1210,316.323,person,0,0.8472,0,89,621,479,621,390,640,480
1211,316.59,person,0,0.8515,0,86,616,479,616,393,640,480
1212,316.868,person,0,0.8297,0,91,616,479,616,388,640,480
1213,317.156,person,0,0.7711,1,89,627,479,626,390,640,480
1214,317.423,person,0,0.8143,0,90,627,479,627,389,640,480
1215,317.721,person,0,0.7599,1,90,619,479,618,389,640,480
1216,317.999,person,0,0.8176,1,85,569,479,568,394,640,480
1217,318.283,person,0,0.6941,1,94,605,480,604,386,640,480
1218,318.569,person,0,0.8068,0,88,613,479,613,391,640,480
1219,318.855,person,0,0.6796,1,72,569,479,568,407,640,480
1220,319.138,person,0,0.67,0,71,617,479,617,408,640,480
1221,319.42,person,0,0.7636,0,72,612,479,612,407,640,480
1222,319.681,person,0,0.8677,0,86,593,479,593,393,640,480
1223,319.934,person,0,0.8814,0,88,614,479,614,391,640,480
1224,320.214,person,0,0.807,0,55,604,479,604,424,640,480
1225,320.471,person,0,0.5303,0,86,600,480,600,394,640,480
1229,321.601,person,0,0.7636,0,51,533,479,533,428,640,480
1230,321.917,person,0,0.7946,0,76,531,479,531,403,640,480
1231,322.188,person,0,0.7608,0,63,480,479,480,416,640,480
1232,322.446,person,0,0.7384,0,76,483,479,483,403,640,480
1242,325.314,spoon,44,0.5243,497,421,638,479,141,58,640,480
1247,326.671,scissors,76,0.5433,91,279,639,480,548,201,640,480
1260,330.14,knife,43,0.5572,244,283,638,451,394,168,640,480
1277,334.933,cell phone,67,0.6137,325,4,639,479,314,475,640,480
1277,334.933,remote,65,0.6106,323,0,639,479,316,479,640,480
1278,335.208,cell phone,67,0.6392,360,2,639,477,279,475,640,480
1278,335.208,person,0,0.5779,0,137,427,479,427,342,640,480
1281,336.058,person,0,0.72,1,21,607,479,606,458,640,480
1282,336.332,person,0,0.7531,0,39,616,479,616,440,640,480
1283,336.584,person,0,0.8284,0,69,625,479,625,410,640,480
1284,336.882,person,0,0.7968,0,71,609,479,609,408,640,480
1287,337.699,person,0,0.6702,1,0,593,478,592,478,640,480
1290,338.515,person,0,0.5387,0,133,188,478,188,345,640,480
1291,338.788,person,0,0.5089,0,132,132,477,132,345,640,480
1299,341.015,donut,54,0.6796,160,36,504,396,344,360,640,480
1321,347.167,donut,54,0.5105,131,79,487,438,356,359,640,480
1325,348.303,donut,54,0.5155,149,103,479,433,330,330,640,480
1326,348.572,donut,54,0.5481,146,96,481,435,335,339,640,480
1327,348.857,donut,54,0.5556,147,97,483,436,336,339,640,480
1328,349.12,donut,54,0.606,147,97,481,433,334,336,640,480
1329,349.397,donut,54,0.5664,150,100,480,433,330,333,640,480
1331,349.925,donut,54,0.6302,149,100,480,432,331,332,640,480
1332,350.212,donut,54,0.662,146,97,481,434,335,337,640,480
1333,350.54,donut,54,0.5108,150,102,481,433,331,331,640,480
1335,351.138,person,0,0.5499,16,3,636,477,620,474,640,480
1338,351.991,person,0,0.869,0,87,420,479,420,392,640,480
1339,352.272,person,0,0.8266,4,93,418,478,414,385,640,480
1340,352.544,person,0,0.7446,0,92,422,478,422,386,640,480
1341,352.837,person,0,0.7539,0,93,425,477,425,384,640,480
1342,353.118,person,0,0.8593,0,93,411,479,411,386,640,480
1343,353.39,person,0,0.7725,0,95,412,478,412,383,640,480
1344,353.641,person,0,0.6724,0,98,395,479,395,381,640,480
1345,353.926,person,0,0.7352,1,85,389,479,388,394,640,480
1346,354.214,person,0,0.8115,1,89,389,479,388,390,640,480
1347,354.503,person,0,0.6282,1,79,394,479,393,400,640,480
1348,354.784,person,0,0.7018,2,82,629,479,627,397,640,480
1349,355.069,person,0,0.7761,0,98,432,479,432,381,640,480
1350,355.379,person,0,0.6021,0,78,634,479,634,401,640,480
1351,355.631,person,0,0.7384,0,101,390,479,390,378,640,480
1352,355.916,person,0,0.7819,0,98,393,479,393,381,640,480
1353,356.216,person,0,0.7217,0,100,390,479,390,379,640,480
1355,356.829,person,0,0.7545,0,89,388,479,388,390,640,480
1356,357.101,person,0,0.7142,0,100,393,479,393,379,640,480
1357,357.395,person,0,0.7095,0,101,399,479,399,378,640,480
1358,357.662,person,0,0.7485,1,101,392,479,391,378,640,480
1359,357.925,person,0,0.7461,1,99,390,479,389,380,640,480
1360,358.195,person,0,0.6917,0,92,392,479,392,387,640,480
1361,358.459,person,0,0.7123,0,100,394,479,394,379,640,480
1362,358.747,person,0,0.7194,0,99,394,479,394,380,640,480
1363,359.051,person,0,0.7991,0,102,417,479,417,377,640,480
1364,359.365,person,0,0.7933,0,100,397,479,397,379,640,480
1365,359.645,person,0,0.744,0,101,401,479,401,378,640,480
1366,359.924,person,0,0.7536,1,102,396,479,395,377,640,480
1367,360.196,person,0,0.6156,1,92,391,479,390,387,640,480
1368,360.475,person,0,0.7302,0,98,403,479,403,381,640,480
1369,360.763,person,0,0.7594,1,99,401,479,400,380,640,480
1370,361.045,person,0,0.7498,1,98,398,479,397,381,640,480
1371,361.321,person,0,0.7284,1,99,401,479,400,380,640,480
1372,361.611,person,0,0.769,1,64,632,479,631,415,640,480
1373,361.911,person,0,0.7555,0,102,395,479,395,377,640,480
1374,362.19,person,0,0.7792,0,100,392,479,392,379,640,480
1375,362.44,person,0,0.717,0,103,404,479,404,376,640,480
1376,362.702,person,0,0.7131,1,100,415,479,414,379,640,480
1377,362.978,person,0,0.6518,0,100,398,479,398,379,640,480
1378,363.249,person,0,0.7709,0,100,398,479,398,379,640,480
1379,363.515,person,0,0.7723,0,102,397,479,397,377,640,480
1380,363.798,person,0,0.7709,0,99,391,479,391,380,640,480
1381,364.07,person,0,0.6077,0,98,596,479,596,381,640,480
1382,364.344,person,0,0.6568,1,96,486,479,485,383,640,480
1384,364.976,person,0,0.691,0,102,590,479,590,377,640,480
1385,365.238,person,0,0.657,1,99,437,479,436,380,640,480
1387,365.805,person,0,0.7059,1,100,421,479,420,379,640,480
1388,366.065,person,0,0.5959,1,101,438,479,437,378,640,480
1390,366.634,cat,15,0.5639,0,103,242,478,242,375,640,480
1390,366.634,person,0,0.531,0,18,634,478,634,460,640,480
1393,367.448,person,0,0.637,0,104,456,479,456,375,640,480
1394,367.766,person,0,0.6707,1,100,470,479,469,379,640,480
1395,368.062,person,0,0.5331,0,98,604,478,604,380,640,480
1396,368.355,person,0,0.6787,0,10,628,478,628,468,640,480
1397,368.651,person,0,0.6578,1,100,507,479,506,379,640,480
1398,368.912,person,0,0.6264,0,52,636,479,636,427,640,480
1399,369.209,person,0,0.6972,0,91,477,479,477,388,640,480
1400,369.488,person,0,0.5071,1,16,409,479,408,463,640,480
1401,369.824,person,0,0.7616,16,105,422,479,406,374,640,480
1402,370.118,person,0,0.8241,50,96,624,479,574,383,640,480
